ID,Uniqueid,Lat,Long,School,Address,City,Zip,Phone,Grades,BoundaryGrades,GradesLong,Type,Typenum,Classification,Boundary,Marker,Polygon,ProgramType,Rating,Count,Growth,Attainment,Culture,Mobility,Dress,ADA,Reading,Math,ACT,Graduation,College
400108,84,41.653141,-87.601873,CICS - HAWKINS HS,801 E 133rd Pl,"Chicago, IL",60827,1(773)264-0505,_7-12,,"_7, 8, 9, 10, 11, 12",High School Charter,3,Charter,Citywide,red_c,,,Level 2,175,Average,Below Average,Not Yet Organized,,Yes,No/Unknown Accessibility,28th,20th,14.5,54.2,50
400109,85,41.721136,-87.662416,PROLOGUE - JOHNSTON HS,1551 W 95th St,"Chicago, IL",60643,1(773)341-2260,_9-12,,"_9, 10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 3,190,No Data Available,Far Below Average,Well Organized,141.7,Yes,Fully Accessible,,,13.6,10,27
400111,86,41.743122,-87.665721,LEARN - PERKINS,1700 W 83rd St,"Chicago, IL",60620,1(773)722-0200,_K-7,,"_K, 1, 2, 3, 4, 5, 6, 7",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 2+,494,Average,Above Average,Not Yet Organized,,No,No/Unknown Accessibility,62nd,70th,,,
400112,87,41.801042,-87.708797,UNO - SOCCER ELEM,5050 S Homan Ave,"Chicago, IL",60632,1(312)455-5450,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 1+,575,Above Average,Above Average,Partially Organized,,No,No/Unknown Accessibility,56th,95th,,,
400113,88,41.907797,-87.645561,CICS - CHICAGOQUEST HS,1443 N Ogden Ave,"Chicago, IL",60610,1(773)565-2100,_6-12,_6-9,"_6, 7, 8, 9, 10, 11, 12",High School Charter,3,Charter,Charter-Attendance Area School,red_c,,,Level 2,227,No Data Available,No Data Available,Organized,8.4,No,No/Unknown Accessibility,11th,2nd,,,
400114,89,41.900344,-87.689896,UNO - SANTIAGO,2510 W Cortez St,"Chicago, IL",60622,1(312)455-5410,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 1+,282,Far Above Average,Above Average,Well Organized,,No,No/Unknown Accessibility,67th,70th,,,
400115,90,41.770992,-87.693075,CATALYST - MARIA,6727 S California Ave,"Chicago, IL",60629,1(773)993-1770,_K-12,,"_K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",High School Charter,3,Charter,Citywide,red_c,,,Level 2,1088,Average,Below Average,Partially Organized,8,Yes,No/Unknown Accessibility,35th,39th,18.1,,44
400116,91,41.774572,-87.676147,MONTESSORI ENGLEWOOD,6550 S Seeley Ave,"Chicago, IL",60636,1(773)306-1759,_K-5,,"_K, 1, 2, 3, 4, 5",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 2+,279,Above Average,Far Below Average,Not Enough Data,33.8,No,No/Unknown Accessibility,5th,3rd,,,
400117,92,41.734442,-87.650987,NOBLE - HANSBERRY HS,8748 S Aberdeen St,"Chicago, IL",60620,1(773)729-3400,_9-12,,"_9, 10, 11, 12",High School Charter,3,Charter,Citywide,red_c,,,Level 1,756,Average,Average,Well Organized,,Yes,No/Unknown Accessibility,,,,,
400118,93,41.869328,-87.711654,NOBLE - DRW HS,931 S Homan Ave,"Chicago, IL",60624,1(773)893-4500,_9-12,,"_9, 10, 11, 12",High School Charter,3,Charter,Citywide,red_c,,,Level 2,613,Average,Average,Organized,,Yes,No/Unknown Accessibility,,,,,
400119,94,41.881733,-87.733778,LEGAL PREP HS,4319 W Washington Blvd,"Chicago, IL",60612,1(773)922-7800,_9-12,,"_9, 10, 11, 12",High School Charter,3,Charter,Citywide,red_c,,,Level 2+,293,Below Average,Below Average,Well Organized,30.2,Yes,Fully Accessible,,,,,
400120,95,41.917952,-87.78783,UNO - CLEMENTE,2050 N Natchez Ave,"Chicago, IL",60707,1(312)455-5425,_K-8,_K-8,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary Charter,1,Charter,Charter-Attendance Area School,blue_c,,,Level 2+,573,Average,Average,Not Yet Organized,,No,No/Unknown Accessibility,38th,51st,,,
400121,96,42.016476,-87.684406,UNO - ROGERS PARK,7416 N Ridge Blvd,"Chicago, IL",60645,1(312)455-5440,_K-11,,"_K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",High School Charter,3,Charter,Citywide,red_c,,,Level 2+,765,Average,Average,Not Yet Organized,,Yes,No/Unknown Accessibility,48th,69th,,,
400123,97,41.880447,-87.742539,YCCS - SCHOLASTIC ACHIEVEMENT,4651 W Madison St,"Chicago, IL",60644,1(773)921-1315,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,217,No Data Available,Far Below Average,Moderately Organized,,No,No/Unknown Accessibility,,,13.8,,13.9
400124,98,41.841331,-87.625331,YCCS - MCKINLEY,2920 S Wabash Ave,"Chicago, IL",60616,1(312)949-5010,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,174,No Data Available,Far Below Average,Not Yet Organized,,No,No/Unknown Accessibility,,,13.7,,16.7
400125,99,41.938187,-87.727137,YCCS - ASPIRA PANTOJA,3121 N Pulaski Rd,"Chicago, IL",60641,1(773)252-0970,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,187,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,14.7,,13.6
400126,100,41.901572,-87.70686,YCCS - ASSOCIATION HOUSE,1116 N Kedzie Ave,"Chicago, IL",60651,1(773)772-7170,_10-11,,"_10, 11",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,120,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,14.9,,21.7
400127,101,41.894976,-87.760221,YCCS - AUSTIN CAREER,5352 W Chicago Ave,"Chicago, IL",60651,1(773)626-6988,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1+,131,No Data Available,Far Below Average,Organized,,No,No/Unknown Accessibility,,,13.5,,15.2
400128,102,41.864943,-87.723662,YCCS - CCA ACADEMY,1231 S Pulaski Rd,"Chicago, IL",60623,1(773)762-2272,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,199,No Data Available,No Data Available,Moderately Organized,,No,No/Unknown Accessibility,,,13.5,,7.3
400129,103,41.773962,-87.61574,YCCS - HOUSTON,6620 S Dr Martin Luther King Jr Dr,"Chicago, IL",60615,1(773)723-9631,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,144,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,14.4,,13
400130,104,41.751377,-87.641731,YCCS - YOUTH DEVELOPMENT,7836 S Union Ave,"Chicago, IL",60620,1(773)224-2273,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,162,No Data Available,No Data Available,Well Organized,,No,No/Unknown Accessibility,,,13.4,,10.5
400131,105,41.90285,-87.696006,YCCS - CAMPOS,2739 W Division St,"Chicago, IL",60622,1(773)342-8022,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,182,No Data Available,No Data Available,Well Organized,,No,No/Unknown Accessibility,,,14.4,,23.3
400133,106,41.883047,-87.627734,YCCS - INNOVATIONS,17 N. State St.,"Chicago, IL",60602,1(312)999-9360,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,392,No Data Available,No Data Available,Moderately Organized,,No,No/Unknown Accessibility,,,14.7,,29.9
400134,107,41.857208,-87.644888,YCCS - ADDAMS,1814 S Union Ave,"Chicago, IL",60616,1(312)563-1748,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1+,193,No Data Available,No Data Available,Well Organized,,No,No/Unknown Accessibility,,,15.4,,26.3
400135,108,41.854665,-87.69543,YCCS - LATINO YOUTH,2001 S California Ave,"Chicago, IL",60608,1(773)648-2130,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,211,No Data Available,Far Below Average,Partially Organized,,No,No/Unknown Accessibility,,,14.8,,9.8
400136,109,41.712922,-87.592333,YCCS - OLIVE HARVEY,10001 S Woodlawn Ave,"Chicago, IL",60628,1(773)291-6517,_10-11,,"_10, 11",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,157,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,14.3,,53.1
400137,110,41.809695,-87.59934,LITTLE BLACK PEARL HS,1060 E 47th St,"Chicago, IL",60653,1(773)690-5500,_9-12,,"_9, 10, 11, 12",High School,3,Contract-Option,Citywide,red_circle,,,Level 1,159,No Data Available,Below Average,Organized,,No,No/Unknown Accessibility,,,14.9,,28.6
400139,111,41.746287,-87.578492,YCCS - SULLIVAN,8164 S South Chicago Ave,"Chicago, IL",60617,1(773)978-8680,_10-11,,"_10, 11",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1+,331,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,13.3,,15.5
400141,112,41.965295,-87.659239,YCCS - TRUMAN,1145 W Wilson Ave,"Chicago, IL",60640,1(773)907-4840,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,195,No Data Available,No Data Available,Partially Organized,,No,No/Unknown Accessibility,,,15.9,,36.9
400142,113,41.876317,-87.674138,YCCS - VIRTUAL,1900 W Van Buren St,"Chicago, IL",60612,1(312)429-0027,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,0,No Data Available,No Data Available,Moderately Organized,,No,No/Unknown Accessibility,,,14.3,,26.8
400143,114,41.890803,-87.702053,YCCS - WEST TOWN,500 N Sacramento Blvd,"Chicago, IL",60612,1(312)563-9044,_10-11,,"_10, 11",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,142,No Data Available,No Data Available,Moderately Organized,,No,No/Unknown Accessibility,,,14.2,,20
400144,115,41.90224,-87.74881,YCCS - WESTSIDE HOLISTIC,4909 W Division St,"Chicago, IL",60651,1(773)261-0994,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1+,120,No Data Available,No Data Available,Not Enough Data,,No,No/Unknown Accessibility,,,14.4,,14.6
400145,116,41.832072,-87.626781,YCCS - YOUTH CONNECTION,3424 S State St,"Chicago, IL",60616,1(312)225-4668,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,258,No Data Available,No Data Available,Partially Organized,,No,No/Unknown Accessibility,,,14.6,,27.4
400146,117,41.891816,-87.746614,KIPP CHICAGO - CREATE,4818 W Ohio St,"Chicago, IL",60644,1(773)938-8553,_5-8,,"_5, 6, 7, 8",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 2+,314,Average,Average,Organized,10.9,Yes,Fully Accessible,31st,49th,,,
400147,118,41.691953,-87.654248,CAMELOT - CHICAGO EXCEL HS,1269 W 111th St,"Chicago, IL",60643,1(773)629-8379,_9-12,,"_9, 10, 11, 12",High School,3,Contract-Option,Citywide,red_circle,,,Level 3,208,No Data Available,Far Below Average,Organized,69.5,No,No/Unknown Accessibility,,,13.8,,16.7
400148,119,41.845446,-87.684065,INSTITUTO - LOZANO HS,2570 S Blue Island Ave,"Chicago, IL",60608,1(773)696-3610,_9-12,,"_9, 10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2,140,No Data Available,Far Below Average,Partially Organized,65.4,No,No/Unknown Accessibility,,,14.3,,
400149,120,41.801762,-87.711025,UNO - SOCCER HS,5025 S Saint Louis Ave,"Chicago, IL",60632,1(312)455-5446,_8-11,,"_8, 9, 10, 11",High School Charter,3,Charter,Citywide,red_c,,,Level 2+,678,No Data Available,No Data Available,Partially Organized,,No,No/Unknown Accessibility,19th,8th,,,
400150,121,41.730131,-87.60698,YCCS - CHATHAM,9035 S Langley Ave,"Chicago, IL",60619,1(773)651-1500,_10-12,,"_10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 2+,191,No Data Available,No Data Available,Well Organized,,No,No/Unknown Accessibility,,,14.1,,17.4
400151,122,41.88741,-87.701397,LEARN - 7,3021 W Carroll Ave,"Chicago, IL",60612,1(773)584-4350,_K-5,,"_K, 1, 2, 3, 4, 5",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 2,348,Average,Average,Not Yet Organized,,No,No/Unknown Accessibility,30th,53rd,,,
400153,123,41.813109,-87.693238,UNO - BRIGHTON PARK,4420 S Fairfield Ave,"Chicago, IL",60632,1(312)455-5434,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 1,566,Average,Average,Organized,,No,No/Unknown Accessibility,55th,46th,,,
400156,124,41.706667,-87.602573,NOBLE - BUTLER HS,821 E 103rd St,"Chicago, IL",60628,1(312)835-1863,_9-11,,"_9, 10, 11",High School Charter,3,Charter,Citywide,red_c,,,Level 2+,441,No Data Available,No Data Available,Well Organized,,Yes,No/Unknown Accessibility,,,,,
400157,125,41.734622,-87.556201,NOBLE - BAKER HS,2710 E 89th St,"Chicago, IL",60617,1(773)535-6340,_9-11,,"_9, 10, 11",High School Charter,3,Charter,Citywide,red_c,,,Level 2+,411,No Data Available,No Data Available,Well Organized,,Yes,No/Unknown Accessibility,,,,,
400159,126,41.922181,-87.757522,CHRISTOPHER HOUSE,5235 W Belden Ave,"Chicago, IL",60639,1(773)472-1083,_K-3,,"_K, 1, 2, 3",Elementary Charter,1,Charter,Citywide,blue_c,,,Inability to Rate,222,No Data Available,Average,Partially Organized,4.1,No,No/Unknown Accessibility,50th,57th,,,
400161,127,41.679318,-87.617968,CHICAGO COLLEGIATE,11816 S Indiana Ave,"Chicago, IL",60628,1(773)536-9098,_4-7,,"_4, 5, 6, 7",High School Charter,3,Charter,Citywide,red_c,,,Level 1+,237,No Data Available,No Data Available,Partially Organized,15.2,No,No/Unknown Accessibility,68th,65th,,,
400162,128,41.938988,-87.741129,INTRINSIC HS,4540 W Belmont Ave,"Chicago, IL",60641,1(708)887-2735,_7-11,,"_7, 8, 9, 10, 11",High School Charter,3,Charter,Citywide,red_c,,,Level 1+,825,No Data Available,No Data Available,Well Organized,10,Yes,Fully Accessible,72nd,77th,,,
400163,129,41.793556,-87.639967,KIPP CHICAGO - BLOOM,5515 S Lowe Ave,"Chicago, IL",60621,1(773)938-8565,_5-7,,"_5, 6, 7",Middle School Charter,2,Charter,Citywide,orange_c,,,Level 1,256,Above Average,Average,Well Organized,15.1,Yes,Fully Accessible,36th,62nd,,,
400164,130,41.845957,-87.685903,INSTITUTO - LOZANO MASTERY HS,2520 S Western Ave,"Chicago, IL",60608,1(773)696-3610 x4645,_9-12,,"_9, 10, 11, 12",High School Charter,3,Charter-Option,Citywide,red_c,,,Level 1,49,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,15.1,,23.5
400165,131,41.887413,-87.702704,LEARN - MIDDLE,3021 W Carroll Ave,"Chicago, IL",60612,1(773)584-4300,_6-8,,"_6, 7, 8",Middle School Charter,2,Charter,Citywide,orange_c,,,Level 2+,241,Average,Below Average,Moderately Organized,,No,No/Unknown Accessibility,32nd,20th,,,
400167,132,41.795201,-87.683963,HORIZON - SOUTHWEST,5401 S. Western,"Chicago, IL",60609,1(773)498-3355,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary Charter,1,Charter,Citywide,blue_c,,,Level 2,559,Below Average,Below Average,Organized,,No,No/Unknown Accessibility,21st,22nd,,,
400168,133,41.742671,-87.559907,GREAT LAKES,8401 S Saginaw Ave,"Chicago, IL",60617,1(773)503-3040,_K-2,,"_K, 1, 2",Elementary Charter,1,Charter,Citywide,blue_c,,,Inability to Rate,199,No Data Available,No Data Available,Well Organized,,Yes,Fully Accessible,,,,,
400169,134,41.92563,-87.769808,NOBLE - ITW SPEER HS,2456 N. Mango Ave.,"Chicago, IL",60639,1(773)278-6895,_9-10,,"_9, 10",High School Charter,3,Charter,Citywide,red_c,,,Level 1+,678,No Data Available,No Data Available,Well Organized,,Yes,No/Unknown Accessibility,,,,,
400170,135,41.906879,-87.645577,NOBLE - ACADEMY HS,1443 N Ogden Ave,"Chicago, IL",60610,1(773)862-1449,_9-10,,"_9, 10",High School Charter,3,Charter,Citywide,red_c,,,Level 1,244,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,,,
400171,136,41.694671,-87.653535,FOUNDATIONS,1233 W. 109th Street,"Chicago, IL",60643,1(773)298-5800,_6-8,,"_6, 7, 8",High School Charter,3,Charter,Citywide,red_c,,,Level 2,157,No Data Available,No Data Available,Well Organized,,No,No/Unknown Accessibility,13th,12th,,,
400172,137,41.935726,-87.718204,ASPIRA - BUSINESS & FINANCE HS,2989 N. Milwaukee Ave,"Chicago, IL",60618,1(773)252-0970,_9,,_9,High School Charter,3,Charter,Citywide,red_c,,,,160,No Data Available,No Data Available,Not Enough Data,,No,No/Unknown Accessibility,,,,,
400173,138,41.808226,-87.702645,PATHWAYS - BRIGHTON PARK HS,3124 W. 47th Street,"Chicago, IL",60632,1(773)588-5007,_9-12,,"_9, 10, 11, 12",High School,3,Charter-Option,Citywide,red_circle,,,Level 2+,265,Below Average,Below Average,Organized,,No,No/Unknown Accessibility,,,,,
400175,139,41.759749,-87.556487,CAMELOT - EXCEL WOODLAWN HS,7530 S South Shore Dr,"Chicago, IL",60649,1(773)902-7800,_9-12,,"_9, 10, 11, 12",High School,3,Contract-Option,Citywide,red_circle,,,Level 1,225,No Data Available,Far Below Average,Moderately Organized,,No,No/Unknown Accessibility,,,,,
400176,140,41.765929,-87.69073,CAMELOT - EXCEL SOUTHWEST HS,7014 S Washtenaw Ave,"Chicago, IL",60629,1(773)424-0721,_9-12,,"_9, 10, 11, 12",High School,3,Contract-Option,Citywide,red_circle,,,Level 1,206,No Data Available,No Data Available,Organized,,No,No/Unknown Accessibility,,,,,
400177,141,41.861174,-87.709287,KIPP CHICAGO - ASCEND PRIMARY,1440 S. Christiana,"Chicago, IL",60623,1(773)522-1261,_K-5,,"_K, 1, 2, 3, 4, 5",Elementary Charter,1,Charter,Citywide,blue_c,,,Inability to Rate,210,No Data Available,No Data Available,Well Organized,,Yes,Fully Accessible,,,,,
400178,142,41.888259,-87.755281,MOVING EVEREST,416 N. Laramie Ave,"Chicago, IL",60644,TBD,_K-1,,"_K, 1",Elementary Charter,1,Charter,Citywide,blue_c,,,,175,No Data Available,No Data Available,Not Enough Data,,No,No/Unknown Accessibility,,,,,
609674,143,41.737174,-87.573268,CHICAGO VOCATIONAL HS,2100 E 87th St,"Chicago, IL",60617,1(773)535-6100,_9-12,_9-12,"_9, 10, 11, 12",High School,3,Attendance Area School,Attendance Area School,red_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.544409,41.752078,0.0 -87.544403,41.752078,0.0 -87.54307,41.752084,0.0 -87.54332,41.752229,0.0 -87.544203,41.75428,0.0 -87.544095,41.754826,0.0 -87.543899,41.75505,0.0 -87.543928,41.755279,0.0 -87.541059,41.75701,0.0 -87.540786,41.757129,0.0 -87.540611,41.757254,0.0 -87.540631,41.757333,0.0 -87.541154,41.757802,0.0 -87.541382,41.757844,0.0 -87.541655,41.757832,0.0 -87.542605,41.75872,0.0 -87.542506,41.758938,0.0 -87.542543,41.759174,0.0 -87.543082,41.759699,0.0 -87.54328,41.759742,0.0 -87.544382,41.760711,0.0 -87.546502,41.760681,0.0 -87.54651,41.760636,0.0 -87.546449,41.760623,0.0 -87.545063,41.760628,0.0 -87.545248,41.760419,0.0 -87.54555,41.759835,0.0 -87.545848,41.759518,0.0 -87.546249,41.759217,0.0 -87.546749,41.759018,0.0 -87.547307,41.758903,0.0 -87.548007,41.758863,0.0 -87.548635,41.758915,0.0 -87.54906,41.759001,0.0 -87.549805,41.759203,0.0 -87.550589,41.759479,0.0 -87.552433,41.760212,0.0 -87.552959,41.760499,0.0 -87.553556,41.760747,0.0 -87.55416,41.761102,0.0 -87.554404,41.761372,0.0 -87.554583,41.761716,0.0 -87.554558,41.761793,0.0 -87.554409,41.761944,0.0 -87.5537,41.762323,0.0 -87.553644,41.762364,0.0 -87.553683,41.762418,0.0 -87.554847,41.761852,0.0 -87.555163,41.761767,0.0 -87.555958,41.76213,0.0 -87.55604,41.762235,0.0 -87.556476,41.762387,0.0 -87.556835,41.762606,0.0 -87.557369,41.762842,0.0 -87.557634,41.763094,0.0 -87.557578,41.763123,0.0 -87.558462,41.764025,0.0 -87.558985,41.76376,0.0 -87.559286,41.764049,0.0 -87.559407,41.764066,0.0 -87.559571,41.764191,0.0 -87.559748,41.764399,0.0 -87.559522,41.764525,0.0 -87.559608,41.764738,0.0 -87.559848,41.764966,0.0 -87.560028,41.764909,0.0 -87.560226,41.76505,0.0 -87.560151,41.765098,0.0 -87.560364,41.765331,0.0 -87.560588,41.765996,0.0 -87.560522,41.766179,0.0 -87.560322,41.766299,0.0 -87.559344,41.766625,0.0 -87.559431,41.767157,0.0 -87.559394,41.769359,0.0 -87.559522,41.769375,0.0 -87.559606,41.769313,0.0 -87.559972,41.768958,0.0 -87.560174,41.768677,0.0 -87.560246,41.768668,0.0 -87.561225,41.76894,0.0 -87.561748,41.76917,0.0 -87.562451,41.769585,0.0 -87.562787,41.770037,0.0 -87.563153,41.770409,0.0 -87.563365,41.771301,0.0 -87.563323,41.771488,0.0 -87.563361,41.771578,0.0 -87.563272,41.771773,0.0 -87.581375,41.771581,0.0 -87.581234,41.766033,0.0 -87.589581,41.765941,0.0 -87.590424,41.766023,0.0 -87.594506,41.766007,0.0 -87.595318,41.765993,0.0 -87.595843,41.765908,0.0 -87.604535,41.765806,0.0 -87.605151,41.765877,0.0 -87.605593,41.765876,0.0 -87.605535,41.764073,0.0 -87.602997,41.762265,0.0 -87.585629,41.749771,0.0 -87.585468,41.748363,0.0 -87.585381,41.744213,0.0 -87.599054,41.744052,0.0 -87.600721,41.736713,0.0 -87.595587,41.736787,0.0 -87.568156,41.737171,0.0 -87.568599,41.737452,0.0 -87.575156,41.742293,0.0 -87.578003,41.744309,0.0 -87.557625,41.744581,0.0 -87.557657,41.746401,0.0 -87.557882,41.746397,0.0 -87.561066,41.748174,0.0 -87.555261,41.748249,0.0 -87.555293,41.75007,0.0 -87.55151,41.75012,0.0 -87.551531,41.751183,0.0 -87.551626,41.751458,0.0 -87.551639,41.751936,0.0 -87.54589,41.752015,0.0 -87.545172,41.752074,0.0 -87.544409,41.752078,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",CTE_CCA||ECSS||STEM||,Level 2,973,Below Average,Far Below Average,Organized,25.4,Yes,Generally Accessible,,,14.5,64.2,48.3
609676,144,41.840226,-87.617637,DUNBAR HS,3000 S King Dr,"Chicago, IL",60616,1(773)534-9000,_9-12,,"_9, 10, 11, 12",High School,3,Citywide,Citywide,red_circle,,CTE_CCA||,Level 2,745,Below Average,Far Below Average,Well Organized,22.7,Yes,Generally Accessible,,,14.7,67.7,57.4
609678,145,41.873066,-87.627675,JONES HS,700 S State St,"Chicago, IL",60605,1(773)534-8600,_9-12,,"_9, 10, 11, 12",High School,3,Selective Enrollment High School,Citywide,red_circle,,CTE_CCA||IB||Selective_Enrollment_HS||,Level 1+,1672,Above Average,Far Above Average,Organized,0.5,No,Generally Accessible,,,26.6,92,87.6
609679,146,41.920059,-87.761048,PROSSER HS,2148 N Long Ave,"Chicago, IL",60639,1(773)534-3200,_9-12,,"_9, 10, 11, 12",High School,3,Citywide,Citywide,red_circle,,IB||,Level 1,1458,Average,Below Average,Well Organized,4.2,No,Generally Accessible,,,18.6,83.5,61.7
609680,147,41.901575,-87.635385,PAYTON HS,1034 N Wells St,"Chicago, IL",60610,1(773)534-0034,_9-12,,"_9, 10, 11, 12",High School,3,Selective Enrollment High School,Citywide,red_circle,,Selective_Enrollment_HS||,Level 1+,887,Far Above Average,Far Above Average,Well Organized,2.3,No,Fully Accessible,,,29.1,85.1,83.7
609682,148,41.802881,-87.662278,RICHARDS HS,5009 S Laflin St,"Chicago, IL",60609,1(773)535-4945,_9-12,_9-12,"_9, 10, 11, 12",High School,3,Attendance Area School,Attendance Area School,red_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.680401,41.820577,0.0 -87.68148,41.820839,0.0 -87.682512,41.821218,0.0 -87.682519,41.821496,0.0 -87.683018,41.821693,0.0 -87.683032,41.821846,0.0 -87.683485,41.822204,0.0 -87.683803,41.822609,0.0 -87.684084,41.822606,0.0 -87.684047,41.82125,0.0 -87.683591,41.820594,0.0 -87.683535,41.820594,0.0 -87.682274,41.818777,0.0 -87.682272,41.818689,0.0 -87.681108,41.816997,0.0 -87.68071,41.816266,0.0 -87.680296,41.815264,0.0 -87.680211,41.812116,0.0 -87.679963,41.81212,0.0 -87.679866,41.808565,0.0 -87.679745,41.808567,0.0 -87.679694,41.806565,0.0 -87.679632,41.806566,0.0 -87.679611,41.805746,0.0 -87.679794,41.805743,0.0 -87.679773,41.804924,0.0 -87.67959,41.804926,0.0 -87.679588,41.804745,0.0 -87.683604,41.804697,0.0 -87.683595,41.80438,0.0 -87.681766,41.804401,0.0 -87.681767,41.804447,0.0 -87.679637,41.804465,0.0 -87.679636,41.804419,0.0 -87.679932,41.804416,0.0 -87.679907,41.803487,0.0 -87.679614,41.803489,0.0 -87.679613,41.803445,0.0 -87.679906,41.803443,0.0 -87.679897,41.8031,0.0 -87.679606,41.803103,0.0 -87.679565,41.801177,0.0 -87.664782,41.801326,0.0 -87.664737,41.799503,0.0 -87.658662,41.799587,0.0 -87.658709,41.801408,0.0 -87.655065,41.80146,0.0 -87.65516,41.8051,0.0 -87.664873,41.804971,0.0 -87.665247,41.819991,0.0 -87.66544,41.819967,0.0 -87.665452,41.820419,0.0 -87.667451,41.820388,0.0 -87.667465,41.820969,0.0 -87.66785,41.821011,0.0 -87.670441,41.820968,0.0 -87.671244,41.82108,0.0 -87.671942,41.821089,0.0 -87.678625,41.820404,0.0 -87.679466,41.820447,0.0 -87.680401,41.820577,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",CTE_CCA||,Level 2,271,Below Average,Far Below Average,Partially Organized,42.2,Yes,Generally Accessible,,,14.7,63.7,42.9
